8.41E-02,-7.57E-02,6.57E-02,-5.44E-02,4.20E-02,-2.88E-02
9.09E-02,-9.59E-02,9.89E-02,-1.00E-01,9.91E-02,-9.61E-02
1.41E-02,-2.79E-02,4.12E-02,-5.37E-02,6.50E-02,-7.51E-02
